ISIN,BID,ASK,Valid
XS2398127915,84.6978,85.5178,invalide
XS2398135694,99.7,100.7,valide
XS2398135694,85.742,86.602,invalide
XS2398151543,101.54,102.54,valide
XS2398151543,101.64,102.64,invalide
XS2398237771,97.42,98.42,valide
XS2398237771,73.065,73.815,invalide
XS2398241294,97.42,98.42,valide
XS2398241294,117.8782,119.0882,invalide
XS2399414437,99.61,100.61,valide
XS2399414437,101.6022,102.6222,invalide
XS2400407271,91.75,92.75,valide
XS2400407271,79.8225,80.6925,invalide
XS2400407438,89.03,90.03,valide
XS2400407438,79.2367,80.1267,invalide
XS2400416421,93.35,94.35,valide
XS2400416421,92.4165,93.4065,invalide
XS2400417825,93.35,94.35,valide
XS2400417825,108.286,109.446,invalide
XS2400418393,91.14,92.14,valide
XS2400418393,74.7348,75.5548,invalide
XS2400418476,92.15,93.15,valide
XS2400418476,91.2285,92.2185,invalide
XS2400422312,96.8,97.8,valide
XS2400422312,94.864,95.844,invalide
XS2403267870,65.4,67.4,valide
XS2403267870,68.67,70.77,invalide
XS2403697027,91.75,92.75,valide
XS2403697027,68.8125,69.5625,invalide
XS2406090964,76.18,77.18,valide
XS2406090964,83.798,84.898,invalide
XS2409676777,100.84,101.84,valide
XS2409676777,111.9324,113.0424,invalide
XS2410441732,94.55,95.55,valide
XS2410441732,97.3865,98.4165,invalide
XS2412797156,0.5,1.5,valide
XS2412797156,0.42,1.26,invalide
XS2414607031,110.05,111.05,valide
XS2414607031,137.5625,138.8125,invalide
XS2415557128,76.47,77.47,valide
XS2415557128,74.9406,75.9206,invalide
XS2416607534,97.17,98.17,valide
XS2416607534,111.7455,112.8955,invalide
XS2416607617,93.86,95.86,valide
XS2416607617,119.2022,121.7422,invalide
XS2416607708,98.95,100.95,valide
XS2416607708,75.202,76.722,invalide
XS2416607880,93.87,95.87,valide
XS2416607880,104.1957,106.4157,invalide
XS2416607963,97.77,99.77,valide
XS2416607963,93.8592,95.7792,invalide
XS2416609233,99.2,100.2,valide
XS2416609233,89.28,90.18,invalide
XS2416613268,100.36,101.36,valide
XS2416613268,94.3384,95.2784,invalide
XS2416613425,94.38,95.38,valide
XS2416613425,101.9304,103.0104,invalide
XS2416613854,97.62,98.62,valide
XS2416613854,113.2392,114.3992,invalide
XS2416615040,96.42,97.42,valide
XS2416615040,111.8472,113.0072,invalide
XS2416615123,97.33,99.33,valide
XS2416615123,86.6237,88.4037,invalide
XS2416616014,94.36,96.36,valide
XS2416616014,84.924,86.724,invalide
XS2416643091,86.05,87.05,valide
XS2416643091,111.0045,112.2945,invalide
XS2419244830,49.74,50.74,valide
XS2419244830,45.2634,46.1734,invalide
XS2420201894,99.95,100.95,valide
XS2420201894,81.959,82.779,invalide
XS2422027594,89.46,90.46,valide
XS2422027594,100.1952,101.3152,invalide
XS2423099790,109.86,110.86,valide
XS2423099790,85.6908,86.4708,invalide
XS2424559750,11.11,12.11,valide
XS2424559750,8.7769,9.5669,invalide
XS2424779366,70.03,71.03,valide
XS2424779366,57.4246,58.2446,invalide
XS2425184384,103.69,104.69,valide
XS2425184384,93.321,94.221,invalide
XS2426292301,86.81,87.81,valide
XS2426292301,63.3713,64.1013,invalide
XS2428628569,90.06,92.06,valide
XS2428628569,88.2588,90.2188,invalide
XS2428664796,88.9,89.9,valide
XS2428664796,72.898,73.718,invalide
XS2428664879,67.55,68.55,valide
XS2428664879,68.2255,69.2355,invalide
XS2428666908,62.88,63.88,valide
XS2428666908,62.88,63.88,invalide
XS2429021657,93.75,94.75,valide
XS2429021657,120.9375,122.2275,invalide
XS2429021731,90.38,91.38,valide
XS2429021731,105.7446,106.9146,invalide
XS2429021905,98.72,99.72,valide
XS2429021905,77.0016,77.7816,invalide
XS2429023273,90.27,91.27,valide
XS2429023273,107.4213,108.6113,invalide
XS2435980953,89.46,90.46,valide
XS2435980953,70.6734,71.4634,invalide
XS2438220175,101.23,103.23,valide
XS2438220175,116.4145,118.7145,invalide
XS2438220258,101.06,103.06,valide
XS2438220258,91.9646,93.7846,invalide
XS2438236841,100.99,101.99,valide
XS2438236841,105.0296,106.0696,invalide
XS2438465010,104.7,105.7,valide
XS2438465010,75.384,76.104,invalide
XS2438506060,100.62,101.62,valide
XS2438506060,71.4402,72.1502,invalide
XS2439283115,110.27,111.27,valide
XS2439283115,86.0106,86.7906,invalide
XS2440096548,77.2,79.2,valide
XS2440096548,56.356,57.816,invalide
XS2440489198,92.76,93.76,valide
XS2440489198,105.7464,106.8864,invalide
XS2440489511,76.77,78.77,valide
XS2440489511,79.0731,81.1331,invalide
XS2440850597,98.16,99.16,valide
XS2440850597,106.0128,107.0928,invalide
XS2441907586,101.51,102.51,valide
XS2441907586,101.51,102.51,invalide
XS2442501149,97.56,99.56,valide
XS2442501149,105.3648,107.5248,invalide
XS2442965997,74.66,75.66,valide
XS2442965997,73.1668,74.1468,invalide
XS2443302232,92.06,93.06,valide
XS2443302232,84.6952,85.6152,invalide
XS2443415786,82.75,84.75,valide
XS2443415786,86.06,88.14,invalide
XS2443703819,109.27,111.27,valide
XS2443703819,123.4751,125.7351,invalide
XS2444263011,94.42,95.42,valide
XS2444263011,121.8018,123.0918,invalide
XS2444263441,81.2,82.2,valide
XS2444263441,85.26,86.31,invalide
XS2444591452,98.81,99.81,valide
XS2444591452,111.6553,112.7853,invalide
XS2445786838,90.35,92.35,valide
XS2445786838,107.5165,109.8965,invalide
XS2445944098,101.34,103.34,valide
XS2445944098,70.938,72.338,invalide
XS2448053293,101.95,103.95,valide
XS2448053293,85.638,87.318,invalide
XS2448640669,103.69,104.69,valide
XS2448640669,121.3173,122.4873,invalide
XS2448750336,99.07,100.07,valide
XS2448750336,99.07,100.07,invalide
XS2448795786,100.27,101.27,valide
XS2448795786,116.3132,117.4732,invalide
XS2448818315,100.46,101.46,valide
XS2448818315,100.46,101.46,invalide
XS2451429273,118.69,119.69,valide
XS2451429273,84.2699,84.9799,invalide
XS2451433895,114,115,valide
XS2451433895,142.5,143.75,invalide
XS2451434190,104.76,105.76,valide
XS2451434190,79.6176,80.3776,invalide
XS2451628635,91.61,93.61,valide
XS2451628635,83.3651,85.1851,invalide
XS2452437408,90.28,92.28,valide
XS2452437408,101.1136,103.3536,invalide
XS2455537816,104.17,106.17,valide
XS2455537816,121.8789,124.2189,invalide
XS2458696148,99.22,101.22,valide
XS2458696148,102.1966,104.2566,invalide
XS2458696221,99.17,101.17,valide
XS2458696221,123.9625,126.4625,invalide
XS2458703704,104.11,105.11,valide
XS2458703704,106.1922,107.2122,invalide
XS2458811770,102.57,103.57,valide
XS2458811770,102.58,103.58,invalide
XS2458903387,83.28,84.28,valide
XS2458903387,82.65,83.65,invalide
XS2459329103,96.72,97.72,valide
XS2459329103,92.8512,93.8112,invalide
XS2459746637,93.89,95.89,valide
XS2459746637,93.89,95.89,invalide
XS2459863861,110.05,111.05,valide
XS2459863861,80.3365,81.0665,invalide
XS2460111508,102.49,103.49,valide
XS2460111508,79.9422,80.7222,invalide
XS2460143022,95.2,96.2,valide
XS2460143022,123.76,125.06,invalide
XS2462155453,96.27,97.27,valide
XS2462155453,122.2629,123.5329,invalide
XS2462324315,98.8,99.8,valide
XS2462324315,117.572,118.762,invalide
XS2463262662,90.28,92.28,valide
XS2463262662,110.1416,112.5816,invalide
XS2463274758,65.59,66.59,valide
XS2463274758,53.7838,54.6038,invalide
XS2463309992,120.38,121.38,valide
XS2463309992,155.2902,156.5802,invalide
XS2463344049,92.85,93.85,valide
XS2463344049,96.564,97.604,invalide
XS2463717418,75.77,76.77,valide
XS2463717418,54.5544,55.2744,invalide
XS2464628952,101.55,102.55,valide
XS2464628952,80.2245,81.0145,invalide
XS2465113145,103.17,104.17,valide
XS2465113145,127.9308,129.1708,invalide
XS2465800576,110.08,111.08,valide
XS2465800576,105.6768,106.6368,invalide
XS2467156456,87.95,88.95,valide
XS2467156456,112.576,113.856,invalide
XS2469650720,54.85,55.85,valide
XS2469650720,39.492,40.212,invalide
XS2469743228,101.2,102.2,valide
XS2469743228,118.404,119.574,invalide
XS2469992957,86.72,88.72,valide
XS2469992957,88.4544,90.4944,invalide
XS2470724548,107.99,108.99,valide
XS2470724548,133.9076,135.1476,invalide
XS2471167531,99.94,100.94,valide
XS2471167531,129.922,131.222,invalide
XS2471170758,97.8,99.8,valide
XS2471170758,99.756,101.796,invalide
XS2471918289,100.95,101.95,valide
XS2471918289,98.931,99.911,invalide
XS2472233043,99.8,100.8,valide
XS2472233043,90.818,91.728,invalide
XS2472237622,101.64,102.64,valide
XS2472237622,72.1644,72.8744,invalide
XS2472382121,50.32,51.32,valide
XS2472382121,47.804,48.754,invalide
XS2472692156,96.46,97.46,valide
XS2472692156,117.6812,118.9012,invalide
XS2472693121,96.64,97.64,valide
XS2472693121,69.5808,70.3008,invalide
XS2472695258,83.24,85.24,valide
XS2472695258,95.726,98.026,invalide
XS2472703888,96.45,97.45,valide
XS2472703888,77.16,77.96,invalide
XS2472705586,98.12,99.12,valide
XS2472705586,68.684,69.384,invalide
XS2472711808,100.2,102.2,valide
XS2472711808,91.182,93.002,invalide
XS2473340334,98.97,100.97,valide
XS2473340334,108.867,111.067,invalide
XS2474196594,100.82,102.82,valide
XS2474196594,86.7052,88.4252,invalide
XS2474865859,102.94,103.94,valide
XS2474865859,103.9694,104.9794,invalide
XS2474927477,97.34,98.34,valide
XS2474927477,124.5952,125.8752,invalide
XS2474948630,108.37,109.37,valide
XS2474948630,120.2907,121.4007,invalide
XS2476527523,78.23,79.23,valide
XS2476527523,57.8902,58.6302,invalide
XS2477372515,103.41,104.41,valide
XS2477372515,109.6146,110.6746,invalide
XS2478168284,98.12,99.12,valide
XS2478168284,70.6464,71.3664,invalide
XS2479704368,106.17,107.17,valide
XS2479704368,94.4913,95.3813,invalide
XS2481023229,113.41,114.41,valide
XS2481023229,88.4598,89.2398,invalide
XS2481064926,59.61,60.61,valide
XS2481064926,56.0334,56.9734,invalide
XS2481075963,110.34,111.34,valide
XS2481075963,125.7876,126.9276,invalide
XS2481076854,109.21,110.21,valide
XS2481076854,108.1179,109.1079,invalide
XS2481082589,100.92,101.92,valide
XS2481082589,85.782,86.632,invalide
XS2481563687,110.85,112.85,valide
XS2481563687,116.3925,118.4925,invalide
XS2481716939,99.7,100.7,valide
XS2481716939,108.673,109.763,invalide
XS2481736028,101.62,102.62,valide
XS2481736028,101.62,102.62,invalide
XS2481745953,104.41,105.41,valide
XS2481745953,95.0131,95.9231,invalide
XS2481779002,100.63,101.63,valide
XS2481779002,84.5292,85.3692,invalide
XS2481790744,90.14,91.14,valide
XS2481790744,72.112,72.912,invalide
XS2481804040,97.27,98.27,valide
XS2481804040,116.724,117.924,invalide
XS2482189672,100.57,101.57,valide
XS2482189672,130.741,132.041,invalide
XS2482256885,99.92,100.92,valide
XS2482256885,112.9096,114.0396,invalide
XS2482257180,101.6,102.6,valide
XS2482257180,110.744,111.834,invalide
XS2482257263,101.16,102.16,valide
XS2482257263,106.218,107.268,invalide
XS2482263071,100.84,102.84,valide
XS2482263071,114.9576,117.2376,invalide
XS2482263311,98.66,99.66,valide
XS2482263311,75.9682,76.7382,invalide
XS2482266926,98.67,100.67,valide
XS2482266926,101.6301,103.6901,invalide
XS2482309759,108.91,109.91,valide
XS2482309759,94.7517,95.6217,invalide
XS2482370744,103.86,104.86,valide
XS2482370744,114.246,115.346,invalide
XS2482431397,101.94,102.94,valide
XS2482431397,106.0176,107.0576,invalide
XS2482432528,100.33,102.33,valide
XS2482432528,112.3696,114.6096,invalide
XS2482434060,109.38,110.38,valide
XS2482434060,76.566,77.266,invalide
XS2482451155,91.01,92.01,valide
XS2482451155,93.7403,94.7703,invalide
XS2482451825,103.1,105.1,valide
XS2482451825,130.937,133.477,invalide
XS2482454506,101.36,102.36,valide
XS2482454506,113.5232,114.6432,invalide
XS2482454761,102.5,103.5,valide
XS2482454761,79.95,80.73,invalide
XS2482462350,100.62,102.62,valide
XS2482462350,77.4774,79.0174,invalide
XS2482462517,100.75,102.75,valide
XS2482462517,123.9225,126.3825,invalide
XS2482465619,99.49,100.49,valide
XS2482465619,79.592,80.392,invalide
XS2482485641,101.11,102.11,valide
XS2482485641,85.9435,86.7935,invalide
XS2482486375,105.4,106.4,valide
XS2482486375,93.806,94.696,invalide
XS2482496846,97.76,98.76,valide
XS2482496846,121.2224,122.4624,invalide
XS2482506669,97.43,98.43,valide
XS2482506669,123.7361,125.0061,invalide
XS2482604910,100.5,102.5,valide
XS2482604910,109.545,111.725,invalide
XS2482639114,101.73,102.73,valide
XS2482639114,125.1279,126.3579,invalide
XS2482651754,106.9,107.9,valide
XS2482651754,100.486,101.426,invalide
XS2482652216,100.55,101.55,valide
XS2482652216,91.5005,92.4105,invalide
XS2482658924,110.12,111.12,valide
XS2482658924,132.144,133.344,invalide
XS2482666430,101.84,102.84,valide
XS2482666430,79.4352,80.2152,invalide
XS2482678013,104.6,105.6,valide
XS2482678013,134.934,136.224,invalide
XS2482682981,100.17,101.17,valide
XS2482682981,91.1547,92.0647,invalide
XS2482683013,107.29,108.29,valide
XS2482683013,118.019,119.119,invalide
XS2482698391,101.33,101.33,valide
XS2482698391,123.6226,123.6226,invalide
XS2482775058,95.07,96.07,valide
XS2482775058,95.07,96.07,invalide
XS2482784399,103.66,105.66,valide
XS2482784399,77.745,79.245,invalide
XS2482835480,96.75,97.75,valide
XS2482835480,78.3675,79.1775,invalide
XS2483262395,105.52,106.52,valide
XS2483262395,105.52,106.52,invalide
XS2484676494,98.33,99.33,valide
XS2484676494,88.497,89.397,invalide
XS2484884841,101.88,102.88,valide
XS2484884841,109.0116,110.0816,invalide
XS2485378173,100.27,101.27,valide
XS2485378173,129.3483,130.6383,invalide
XS2485386515,108.18,109.18,valide
XS2485386515,99.5256,100.4456,invalide
XS2487093325,97.95,98.95,valide
XS2487093325,103.827,104.887,invalide
XS2487095536,98.94,99.94,valide
XS2487095536,82.1202,82.9502,invalide
XS2487095619,99.99,100.99,valide
XS2487095619,122.9877,124.2177,invalide
XS2487097821,100.08,102.08,valide
XS2487097821,130.104,132.704,invalide
XS2487515335,82.52,83.52,valide
XS2487515335,89.1216,90.2016,invalide
XS2488887501,103.84,104.84,valide
XS2488887501,134.992,136.292,invalide
XS2489474036,88.73,89.73,valide
XS2489474036,81.6316,82.5516,invalide
XS2491215419,90.37,92.37,valide
XS2491215419,84.9478,86.8278,invalide
XS2491376187,68.15,69.15,valide
XS2491376187,66.787,67.767,invalide
XS2491376260,79.64,80.64,valide
XS2491376260,78.8436,79.8336,invalide
XS2491410895,97.74,99.74,valide
XS2491410895,116.3106,118.6906,invalide
XS2491414533,93.52,94.52,valide
XS2491414533,118.7704,120.0404,invalide
XS2492172981,98.75,99.75,valide
XS2492172981,81.9625,82.7925,invalide
XS2492379818,100.03,101.03,valide
XS2492379818,121.0363,122.2463,invalide
XS2493903723,117.51,118.51,valide
XS2493903723,97.5333,98.3633,invalide
XS2494464329,113.39,115.39,valide
XS2494464329,90.712,92.312,invalide
XS2495863073,111.57,112.57,valide
XS2495863073,79.2147,79.9247,invalide
XS2495876729,100.05,101.05,valide
XS2495876729,116.058,117.218,invalide
XS2495890399,96.13,97.13,valide
XS2495890399,90.3622,91.3022,invalide
XS2495947926,120.98,121.98,valide
XS2495947926,89.5252,90.2652,invalide
XS2497487228,110.24,112.24,valide
XS2497487228,95.9088,97.6488,invalide
XS2497633573,97.83,99.83,valide
XS2497633573,103.6998,105.8198,invalide
XS2497637301,91.48,92.48,valide
XS2497637301,92.3948,93.4048,invalide
XS2497638887,96.84,97.84,valide
XS2497638887,92.9664,93.9264,invalide
XS2497660543,98.24,99.24,valide
XS2497660543,91.3632,92.2932,invalide
XS2497660626,98.15,99.15,valide
XS2497660626,97.1685,98.1585,invalide
XS2502495356,97.07,98.07,valide
XS2502495356,105.8063,106.8963,invalide
XS2502570745,95.56,96.56,valide
XS2502570745,67.8476,68.5576,invalide
XS2502864064,109.81,111.81,valide
XS2502864064,132.8701,135.2901,invalide
XS2503114600,112.76,114.76,valide
XS2503114600,86.8252,88.3652,invalide
XS2503674900,108.39,109.39,valide
XS2503674900,132.2358,133.4558,invalide
XS2504158770,99.87,100.87,valide
XS2504158770,77.8986,78.6786,invalide
XS2505157664,103.58,105.58,valide
XS2505157664,129.475,131.975,invalide
XS2505844741,102.64,103.64,valide
XS2505844741,128.3,129.55,invalide
XS2505868179,104.9,105.9,valide
XS2505868179,104.91,105.91,invalide
XS2506539050,92.96,93.96,valide
XS2506539050,96.6784,97.7184,invalide
XS2506539993,107.37,108.37,valide
XS2506539993,89.1171,89.9471,invalide
XS2506568828,102.72,104.72,valide
XS2506568828,89.3664,91.1064,invalide
XS2506833917,96.59,97.59,valide
XS2506833917,112.0444,113.2044,invalide
XS2508010415,104.57,106.57,valide
XS2508010415,73.199,74.599,invalide
XS2508183600,105.13,107.13,valide
XS2508183600,97.7709,99.6309,invalide
XS2508183949,106.73,108.73,valide
XS2508183949,112.0665,114.1665,invalide
XS2509418385,106.59,107.59,valide
XS2509418385,118.3149,119.4249,invalide
XS2513336615,99,100.00,valide
XS2513336615,72.27,73,invalide
XS2514162812,98.35,100.35,valide
XS2514162812,108.185,110.385,invalide
XS2514233001,109.65,110.65,valide
XS2514233001,87.72,88.52,invalide
XS2515167315,89.13,90.13,valide
XS2515167315,90.9126,91.9326,invalide
XS2515279540,98.73,100.73,valide
XS2515279540,110.5776,112.8176,invalide
XS2515279896,101.49,103.49,valide
XS2515279896,91.341,93.141,invalide
XS2515280043,101.81,103.81,valide
XS2515280043,91.629,93.429,invalide
XS2515299068,94.81,95.81,valide
XS2515299068,100.4986,101.5586,invalide
XS2515320872,98.92,100.92,valide
XS2515320872,125.6284,128.1684,invalide
XS2515323207,98.93,100.93,valide
XS2515323207,87.0584,88.8184,invalide
XS2515330590,103.55,105.55,valide
XS2515330590,123.2245,125.6045,invalide
XS2515331135,98.14,99.14,valide
XS2515331135,127.582,128.882,invalide
XS2515933021,103.35,104.35,valide
XS2515933021,108.5175,109.5675,invalide
XS2517157777,103.86,104.86,valide
XS2517157777,98.667,99.617,invalide
XS2517211905,107.9,108.9,valide
XS2517211905,127.322,128.502,invalide
XS2517224551,95.39,96.39,valide
XS2517224551,89.6666,90.6066,invalide
XS2517391533,101.27,102.27,valide
XS2517391533,101.29,102.29,invalide
XS2517414848,101.29,102.29,valide
XS2517414848,127.6254,128.8854,invalide
XS2517431008,102.8,103.8,valide
XS2517431008,76.072,76.812,invalide
XS2517439837,80.74,81.74,valide
XS2517439837,56.518,57.218,invalide
XS2517750795,103.18,104.18,valide
XS2517750795,91.8302,92.7202,invalide
XS2517774464,103.23,104.23,valide
XS2517774464,131.1021,132.3721,invalide
XS2518112458,95.88,96.88,valide
XS2518112458,87.2508,88.1608,invalide
XS2518114660,98.48,99.48,valide
XS2518114660,98.48,99.48,invalide
XS2518128538,98.63,100.63,valide
XS2518128538,91.7259,93.5859,invalide
XS2518135400,98.12,99.12,valide
XS2518135400,100.0824,101.1024,invalide
XS2518146431,100.48,102.48,valide
XS2518146431,106.5088,108.6288,invalide
XS2518146605,97.82,98.82,valide
XS2518146605,119.3404,120.5604,invalide
XS2519467364,105.06,106.06,valide
XS2519467364,74.5926,75.3026,invalide
XS2519479880,103.6,104.6,valide
XS2519479880,112.924,114.014,invalide
XS2520917779,102.14,104.14,valide
XS2520917779,118.4824,120.8024,invalide
XS2520935672,101.19,103.19,valide
XS2520935672,129.5232,132.0832,invalide
XS2520952339,107.73,109.73,valide
XS2520952339,131.4306,133.8706,invalide
XS2520952768,101.49,103.49,valide
XS2520952768,81.192,82.792,invalide
XS2521289723,102.85,102.95,valide
XS2521289723,102.85,102.95,invalide
XS2521870738,99.27,100.27,valide
XS2521870738,81.4014,82.2214,invalide
XS2521894241,102.94,103.94,valide
XS2521894241,75.1462,75.8762,invalide
XS2523674971,107.66,108.66,valide
XS2523674971,125.9622,127.1322,invalide
XS2523680788,111.41,112.41,valide
XS2523680788,84.6716,85.4316,invalide
XS2525898644,89.34,90.34,valide
XS2525898644,81.2994,82.2094,invalide
XS2525923269,71.29,72.29,valide
XS2525923269,61.3094,62.1694,invalide
XS2525929894,79.47,80.47,valide
XS2525929894,76.2912,77.2512,invalide
XS2525931791,85.57,86.57,valide
XS2525931791,100.9726,102.1526,invalide
XS2525961863,102.21,103.21,valide
XS2525961863,104.2542,105.2742,invalide
XS2525988635,115.15,116.15,valide
XS2525988635,146.2405,147.5105,invalide
XS2525999673,118.48,119.48,valide
XS2525999673,91.2296,91.9996,invalide
XS2526000786,88.17,89.17,valide
XS2526000786,99.6321,100.7621,invalide
XS2526506360,94.69,96.69,valide
XS2526506360,121.2032,123.7632,invalide
XS2534151001,101.2,102.2,valide
XS2534151001,91.08,91.98,invalide
XS2534734012,102.41,103.41,valide
XS2534734012,72.7111,73.4211,invalide
XS2535825884,103.82,104.82,valide
XS2535825884,103.82,104.82,invalide
XS2537641123,97.94,98.94,valide
XS2537641123,110.6722,111.8022,invalide
XS2538970588,102.55,102.65,valide
XS2538970588,123.06,123.18,invalide
XS2539387063,67.08,68.08,valide
XS2539387063,61.7136,62.6336,invalide
XS2539405493,101.3,103.3,valide
XS2539405493,99.274,101.234,invalide
XS2539405816,106.44,108.44,valide
XS2539405816,117.084,119.284,invalide
XS2541541301,102.85,103.85,valide
XS2541541301,88.451,89.311,invalide
XS2542266619,99.88,100.88,valide
XS2542266619,119.856,121.056,invalide
XS2542336685,98.37,99.37,valide
XS2542336685,84.5982,85.4582,invalide
XS2543295336,99.21,101.21,valide
XS2543295336,77.3838,78.9438,invalide
XS2543298439,100.23,102.23,valide
XS2543298439,73.1679,74.6279,invalide
XS2543359322,101.35,102.35,valide
XS2543359322,108.4445,109.5145,invalide
XS2543826551,101.2,102.2,valide
XS2543826551,93.104,94.024,invalide
XS2543841196,100.81,101.81,valide
XS2543841196,85.6885,86.5385,invalide
XS2544489151,94.93,95.93,valide
XS2544489151,80.6905,81.5405,invalide
XS2544489664,97.05,98.05,valide
XS2544489664,82.4925,83.3425,invalide
XS2544931632,70.41,71.41,valide
XS2544931632,61.2567,62.1267,invalide
XS2544933331,98.38,99.38,valide
XS2544933331,79.6878,80.4978,invalide
XS2545815263,99.52,101.52,valide
XS2545815263,75.6352,77.1552,invalide
XS2546731881,105.82,107.82,valide
XS2546731881,105.82,107.82,invalide
XS2546734398,100.6,101.6,valide
XS2546734398,114.684,115.824,invalide
XS2546739868,97,98,valide
XS2546739868,91.18,92.12,invalide
XS2546740791,102.16,104.16,valide
XS2546740791,93.9872,95.8272,invalide
XS2546740957,101.52,103.52,valide
XS2546740957,120.8088,123.1888,invalide
XS2546755716,103.65,104.65,valide
XS2546755716,114.015,115.115,invalide
XS2546757415,101.32,102.32,valide
XS2546757415,115.5048,116.6448,invalide
XS2547291166,99.06,101.06,valide
XS2547291166,87.1728,88.9328,invalide
XS2548086797,100.43,101.43,valide
XS2548086797,99.4257,100.4157,invalide
XS2550397504,124.57,125.57,valide
XS2550397504,129.5528,130.5928,invalide
XS2550408046,108.36,109.36,valide
XS2550408046,138.7008,139.9808,invalide
XS2550420843,101.93,102.93,valide
XS2550420843,100.9107,101.9007,invalide
XS2550425487,108.55,109.55,valide
XS2550425487,86.84,87.64,invalide
XS2550460716,97.4,98.4,valide
XS2550460716,126.62,127.92,invalide
XS2550472729,113.38,114.38,valide
XS2550472729,112.2462,113.2362,invalide
XS2550937895,101.31,102.31,valide
XS2550937895,95.2314,96.1714,invalide
XS2552880598,99.76,100.76,valide
XS2552880598,113.7264,114.8664,invalide
XS2553849295,68.98,69.98,valide
XS2553849295,85.5352,86.7752,invalide
XS2553859179,130.09,131.09,valide
XS2553859179,162.6125,163.8625,invalide
XS2553915856,104.24,105.24,valide
XS2553915856,133.4272,134.7072,invalide
XS2553926978,95.02,96.02,valide
XS2553926978,99.771,100.821,invalide
XS2555416762,99.94,101.94,valide
XS2555416762,83.9496,85.6296,invalide
XS2555927693,99.96,100.96,valide
XS2555927693,107.9568,109.0368,invalide
XS2557679680,105.48,107.48,valide
XS2557679680,85.4388,87.0588,invalide
XS2557679847,101.37,103.37,valide
XS2557679847,123.6714,126.1114,invalide
XS2557679920,103.47,105.47,valide
XS2557679920,88.9842,90.7042,invalide
XS2557680001,104.04,106.04,valide
XS2557680001,76.9896,78.4696,invalide
XS2558101627,97.12,98.12,valide
XS2558101627,76.7248,77.5148,invalide
XS2558372574,91.76,93.76,valide
XS2558372574,101.8536,104.0736,invalide
XS2558548447,103.92,104.92,valide
XS2558548447,97.6848,98.6248,invalide
XS2558552472,103.74,104.74,valide
XS2558552472,91.2912,92.1712,invalide
XS2558555905,98.45,100.45,valide
XS2558555905,122.078,124.558,invalide
XS2558556119,98.31,100.31,valide
XS2558556119,112.0734,114.3534,invalide
XS2558557786,98.08,100.08,valide
XS2558557786,92.1952,94.0752,invalide
XS2558558321,99.98,101.98,valide
XS2558558321,84.983,86.683,invalide
XS2558559212,99.62,101.62,valide
XS2558559212,109.582,111.782,invalide
XS2558559485,95.87,97.87,valide
XS2558559485,69.0264,70.4664,invalide
XS2560837952,98.25,100.25,valide
XS2560837952,73.6875,75.1875,invalide
XS2561753711,99.42,100.42,valide
XS2561753711,90.4722,91.3822,invalide
XS2561754016,99.86,100.86,valide
XS2561754016,73.8964,74.6364,invalide
XS2564035017,97.84,98.84,valide
XS2564035017,84.1424,85.0024,invalide
XS2564041767,98.38,100.38,valide
XS2564041767,87.5582,89.3382,invalide
XS2564042492,100.34,101.34,valide
XS2564042492,127.4318,128.7018,invalide
XS2564043896,99.2,100.2,valide
XS2564043896,124.992,126.252,invalide
XS2564051212,98.61,100.61,valide
XS2564051212,83.8185,85.5185,invalide
XS2565510125,102.61,103.61,valide
XS2565510125,128.2625,129.5125,invalide
XS2565565459,72.48,73.48,valide
XS2565565459,53.6352,54.3752,invalide
XS2565570020,101,102,valide
XS2565570020,121.2,122.4,invalide
XS2565580763,115.72,116.72,valide
XS2565580763,127.292,128.392,invalide
XS2565927469,108.41,109.41,valide
XS2565927469,79.1393,79.8693,invalide
XS2565932972,108.99,109.99,valide
XS2565932972,119.889,120.989,invalide
XS2565994147,46.2,47.2,valide
XS2565994147,32.802,33.512,invalide
XS2565996860,100.49,101.49,valide
XS2565996860,89.4361,90.3261,invalide
XS2566003666,91.94,92.94,valide
XS2566003666,112.1668,113.3868,invalide
XS2566882804,99.66,100.66,valide
XS2566882804,80.7246,81.5346,invalide
XS2567268318,98.99,100.99,valide
XS2567268318,123.7375,126.2375,invalide
XS2567571091,104.5,105.5,valide
XS2567571091,125.4,126.6,invalide
XS2568343599,108.74,110.74,valide
XS2568343599,109.8274,111.8474,invalide
XS2568685809,100.08,101.08,valide
XS2568685809,104.0832,105.1232,invalide
XS2570180914,96.89,97.89,valide
XS2570180914,105.6101,106.7001,invalide
XS2570181052,95.07,96.07,valide
XS2570181052,88.4151,89.3451,invalide
XS2570181722,99.86,100.86,valide
XS2570181722,99.86,100.86,invalide
XS2570181995,100.88,102.88,valide
XS2570181995,112.9856,115.2256,invalide
XS2570182027,100.79,102.79,valide
XS2570182027,95.7505,97.6505,invalide
XS2570184742,100.52,101.52,valide
XS2570184742,91.4732,92.3832,invalide
XS2570185392,109.16,111.16,valide
XS2570185392,86.2364,87.8164,invalide
XS2570187174,108.91,109.91,valide
XS2570187174,108.91,109.91,invalide
XS2570187257,101.18,103.18,valide
XS2570187257,116.357,118.657,invalide
XS2570189113,101.2,102.2,valide
XS2570189113,75.9,76.65,invalide
XS2570189899,112.68,113.68,valide
XS2570189899,102.5388,103.4488,invalide
XS2570190715,101.77,103.77,valide
XS2570190715,128.2302,130.7502,invalide
XS2570194113,103.02,104.02,valide
